potential,value_eur,wage_eur,movement_reactions,mentality_composure
75.0,5500000.0,13000.0,74.0,67.0
75.0,4800000.0,24000.0,74.0,72.0
75.0,6000000.0,32000.0,73.0,68.0
75.0,1900000.0,12000.0,79.0,65.0
75.0,5500000.0,35000.0,73.0,78.0
75.0,6000000.0,11000.0,67.0,70.0
78.0,7000000.0,12000.0,76.0,75.0
75.0,6000000.0,21000.0,68.0,75.0
78.0,7500000.0,40000.0,70.0,63.0
75.0,6000000.0,9000.0,73.0,76.0
80.0,8000000.0,18000.0,72.0,73.0
76.0,6500000.0,27000.0,67.0,61.0
82.0,10500000.0,37000.0,73.0,65.0
77.0,6500000.0,20000.0,72.0,68.0
78.0,7500000.0,18000.0,72.0,71.0
81.0,9000000.0,11000.0,68.0,64.0
76.0,6500000.0,14000.0,75.0,68.0
79.0,8000000.0,25000.0,70.0,73.0
82.0,11500000.0,11000.0,69.0,73.0
81.0,9000000.0,11000.0,74.0,64.0
80.0,8000000.0,12000.0,77.0,81.0
82.0,10000000.0,10000.0,75.0,72.0
75.0,5500000.0,22000.0,74.0,69.0
75.0,3600000.0,14000.0,67.0,69.0
85.0,12000000.0,49000.0,71.0,60.0
75.0,5500000.0,14000.0,73.0,79.0
77.0,5000000.0,7000.0,69.0,49.0
82.0,10500000.0,20000.0,72.0,71.0
82.0,11500000.0,11000.0,69.0,71.0
83.0,12500000.0,44000.0,68.0,82.0
80.0,8500000.0,1000.0,66.0,69.0
80.0,7000000.0,43000.0,65.0,56.0
83.0,12500000.0,34000.0,73.0,75.0
80.0,7500000.0,19000.0,68.0,67.0
83.0,12000000.0,17000.0,66.0,72.0
78.0,7500000.0,37000.0,70.0,73.0
75.0,6000000.0,17000.0,72.0,69.0
79.0,7500000.0,23000.0,72.0,75.0
85.0,12000000.0,49000.0,74.0,74.0
82.0,11000000.0,36000.0,73.0,80.0
77.0,7000000.0,9000.0,69.0,77.0
78.0,6500000.0,17000.0,73.0,71.0
78.0,7000000.0,21000.0,73.0,74.0
84.0,12000000.0,44000.0,74.0,76.0
82.0,11500000.0,19000.0,75.0,66.0
75.0,5500000.0,12000.0,77.0,73.0
78.0,7500000.0,16000.0,74.0,69.0
82.0,10500000.0,7000.0,76.0,76.0
80.0,8500000.0,22000.0,75.0,69.0
80.0,8500000.0,33000.0,73.0,76.0
80.0,8000000.0,21000.0,74.0,71.0
78.0,6500000.0,16000.0,73.0,63.0
80.0,8500000.0,15000.0,71.0,70.0
80.0,8500000.0,45000.0,73.0,71.0
81.0,9000000.0,44000.0,74.0,70.0
83.0,11500000.0,22000.0,73.0,65.0
80.0,8500000.0,40000.0,70.0,74.0
83.0,12500000.0,26000.0,77.0,70.0
77.0,6000000.0,43000.0,63.0,70.0
80.0,8000000.0,23000.0,75.0,76.0
88.0,13500000.0,77000.0,65.0,70.0
83.0,12500000.0,25000.0,73.0,60.0
78.0,7000000.0,19000.0,73.0,71.0
77.0,7000000.0,19000.0,75.0,66.0
78.0,7000000.0,23000.0,73.0,68.0
81.0,8000000.0,38000.0,70.0,65.0
83.0,12500000.0,20000.0,72.0,63.0
81.0,9000000.0,12000.0,76.0,79.0
84.0,12500000.0,21000.0,76.0,73.0
81.0,8000000.0,33000.0,73.0,74.0
84.0,12500000.0,34000.0,76.0,67.0
75.0,6000000.0,17000.0,69.0,71.0
82.0,11500000.0,42000.0,70.0,72.0
83.0,12000000.0,21000.0,70.0,75.0
80.0,7500000.0,33000.0,76.0,69.0
79.0,7000000.0,16000.0,73.0,73.0
81.0,9000000.0,41000.0,68.0,57.0
84.0,12500000.0,12000.0,66.0,73.0
85.0,11500000.0,44000.0,73.0,66.0
85.0,12000000.0,8000.0,77.0,74.0
75.0,5000000.0,44000.0,67.0,73.0
81.0,9000000.0,29000.0,75.0,69.0
80.0,7500000.0,20000.0,70.0,61.0
81.0,8000000.0,10000.0,73.0,76.0
81.0,8000000.0,14000.0,74.0,69.0
80.0,7500000.0,22000.0,76.0,60.0
83.0,12500000.0,16000.0,69.0,78.0
80.0,8500000.0,20000.0,75.0,76.0
81.0,9000000.0,40000.0,71.0,75.0
81.0,9000000.0,42000.0,75.0,76.0
83.0,12500000.0,8000.0,73.0,75.0
80.0,8000000.0,54000.0,72.0,72.0
81.0,8500000.0,25000.0,75.0,75.0
80.0,8000000.0,23000.0,72.0,72.0
78.0,7500000.0,32000.0,75.0,71.0
84.0,11500000.0,41000.0,71.0,75.0
85.0,12000000.0,36000.0,75.0,71.0
84.0,12000000.0,27000.0,76.0,67.0
79.0,6000000.0,750.0,77.0,36.0
81.0,8500000.0,800.0,71.0,68.0
81.0,8000000.0,16000.0,76.0,63.0
84.0,12500000.0,22000.0,70.0,69.0
78.0,6500000.0,12000.0,72.0,73.0
82.0,10500000.0,14000.0,73.0,70.0
85.0,12500000.0,14000.0,70.0,78.0
79.0,7000000.0,18000.0,75.0,72.0
85.0,12000000.0,33000.0,69.0,72.0
83.0,12000000.0,37000.0,73.0,72.0
85.0,11500000.0,850.0,74.0,73.0
83.0,12500000.0,18000.0,72.0,72.0
85.0,12000000.0,20000.0,72.0,74.0
79.0,7500000.0,18000.0,69.0,74.0
85.0,12500000.0,19000.0,71.0,74.0
87.0,12500000.0,27000.0,72.0,75.0
86.0,11500000.0,10000.0,69.0,80.0
81.0,8500000.0,20000.0,72.0,69.0
81.0,9000000.0,29000.0,58.0,65.0
85.0,12500000.0,11000.0,72.0,78.0
82.0,11500000.0,800.0,71.0,75.0
82.0,11500000.0,21000.0,74.0,77.0
83.0,11500000.0,33000.0,60.0,55.0
77.0,4700000.0,950.0,77.0,64.0
83.0,12500000.0,25000.0,72.0,67.0
82.0,11000000.0,800.0,74.0,77.0
81.0,9000000.0,900.0,76.0,81.0
83.0,11500000.0,19000.0,71.0,68.0
88.0,13000000.0,19000.0,68.0,77.0
80.0,8500000.0,950.0,74.0,72.0
83.0,12000000.0,76000.0,74.0,70.0
75.0,6000000.0,1000.0,73.0,80.0
83.0,10500000.0,14000.0,53.0,26.0
74.0,475000.0,7000.0,72.0,66.0
74.0,1400000.0,13000.0,73.0,70.0
74.0,725000.0,32000.0,70.0,58.0
74.0,475000.0,2000.0,64.0,61.0
74.0,2000000.0,15000.0,71.0,73.0
74.0,825000.0,21000.0,69.0,79.0
74.0,1100000.0,20000.0,72.0,75.0
74.0,2100000.0,17000.0,75.0,73.0
74.0,825000.0,16000.0,75.0,70.0
74.0,1300000.0,16000.0,70.0,75.0
74.0,3600000.0,33000.0,75.0,77.0
74.0,725000.0,22000.0,66.0,55.0
74.0,1700000.0,9000.0,69.0,74.0
74.0,2000000.0,20000.0,73.0,69.0
74.0,1900000.0,21000.0,71.0,76.0
74.0,2200000.0,34000.0,73.0,78.0
74.0,2900000.0,27000.0,71.0,67.0
74.0,2100000.0,11000.0,71.0,71.0
74.0,2100000.0,15000.0,71.0,78.0
74.0,2100000.0,9000.0,75.0,61.0
74.0,1700000.0,7000.0,70.0,63.0
74.0,475000.0,6000.0,68.0,33.0
74.0,2000000.0,60000.0,65.0,69.0
74.0,1400000.0,44000.0,67.0,78.0
74.0,2700000.0,22000.0,77.0,78.0
74.0,2200000.0,12000.0,69.0,55.0
74.0,2000000.0,24000.0,69.0,80.0
74.0,3000000.0,15000.0,71.0,70.0
74.0,2900000.0,39000.0,75.0,72.0
74.0,2700000.0,15000.0,69.0,80.0
74.0,2700000.0,23000.0,73.0,62.0
74.0,4000000.0,26000.0,73.0,73.0
74.0,2600000.0,22000.0,73.0,80.0
74.0,3100000.0,39000.0,74.0,72.0
74.0,3100000.0,30000.0,74.0,73.0
74.0,2900000.0,23000.0,67.0,59.0
74.0,2900000.0,11000.0,66.0,70.0
74.0,2700000.0,14000.0,71.0,73.0
74.0,2900000.0,16000.0,69.0,64.0
74.0,2900000.0,14000.0,65.0,72.0
74.0,2800000.0,15000.0,69.0,75.0
74.0,2000000.0,39000.0,68.0,65.0
74.0,3500000.0,39000.0,70.0,74.0
74.0,3500000.0,27000.0,72.0,72.0
74.0,1700000.0,4000.0,72.0,72.0
74.0,4100000.0,49000.0,74.0,75.0
74.0,475000.0,5000.0,64.0,58.0
74.0,2100000.0,6000.0,74.0,60.0
74.0,3500000.0,35000.0,72.0,74.0
74.0,3500000.0,18000.0,71.0,68.0
74.0,2700000.0,7000.0,71.0,75.0
74.0,3300000.0,1000.0,72.0,79.0
74.0,3600000.0,36000.0,76.0,76.0
74.0,3500000.0,43000.0,75.0,67.0
74.0,3100000.0,19000.0,75.0,75.0
74.0,3300000.0,850.0,73.0,71.0
74.0,3000000.0,1000.0,69.0,66.0
74.0,2200000.0,6000.0,68.0,64.0
74.0,475000.0,4000.0,70.0,51.0
74.0,4100000.0,39000.0,64.0,70.0
74.0,1500000.0,32000.0,73.0,73.0
74.0,4100000.0,25000.0,69.0,72.0
74.0,4200000.0,23000.0,74.0,78.0
74.0,4000000.0,14000.0,73.0,75.0
74.0,3600000.0,33000.0,70.0,64.0
74.0,1400000.0,14000.0,69.0,77.0
74.0,3600000.0,23000.0,70.0,65.0
74.0,3700000.0,34000.0,72.0,67.0
74.0,4100000.0,63000.0,75.0,75.0
74.0,2900000.0,14000.0,70.0,73.0
74.0,2800000.0,10000.0,69.0,64.0
74.0,4100000.0,17000.0,65.0,70.0
74.0,2900000.0,20000.0,73.0,70.0
74.0,3700000.0,21000.0,71.0,72.0
74.0,2100000.0,25000.0,78.0,78.0
74.0,3500000.0,17000.0,69.0,72.0
74.0,2100000.0,6000.0,60.0,59.0
74.0,4000000.0,49000.0,75.0,68.0
74.0,4200000.0,40000.0,71.0,71.0
74.0,725000.0,53000.0,71.0,59.0
74.0,3500000.0,73000.0,69.0,62.0
74.0,1400000.0,7000.0,68.0,71.0
74.0,1300000.0,3000.0,75.0,81.0
74.0,2100000.0,21000.0,67.0,64.0
74.0,3600000.0,1000.0,73.0,75.0
74.0,4100000.0,14000.0,74.0,70.0
74.0,3100000.0,19000.0,70.0,68.0
74.0,4100000.0,24000.0,73.0,69.0
74.0,4200000.0,34000.0,72.0,71.0
74.0,3500000.0,21000.0,72.0,73.0
76.0,3500000.0,9000.0,73.0,44.0
74.0,3700000.0,44000.0,70.0,69.0
74.0,2000000.0,1000.0,68.0,66.0
74.0,2100000.0,16000.0,71.0,67.0
74.0,4100000.0,11000.0,74.0,73.0
74.0,3500000.0,29000.0,65.0,64.0
74.0,2900000.0,35000.0,70.0,62.0
74.0,2800000.0,8000.0,69.0,58.0
74.0,1400000.0,33000.0,70.0,30.0
74.0,4100000.0,15000.0,70.0,71.0
74.0,3400000.0,14000.0,69.0,72.0
74.0,4100000.0,34000.0,75.0,74.0
74.0,3500000.0,950.0,74.0,73.0
74.0,3600000.0,14000.0,74.0,73.0
74.0,2100000.0,23000.0,79.0,70.0
74.0,3000000.0,20000.0,74.0,31.0
74.0,2700000.0,12000.0,64.0,62.0
74.0,3100000.0,11000.0,72.0,71.0
74.0,3300000.0,1000.0,74.0,75.0
74.0,3500000.0,8000.0,79.0,83.0
76.0,4500000.0,39000.0,71.0,64.0
74.0,4200000.0,47000.0,75.0,70.0
75.0,4400000.0,41000.0,67.0,64.0
74.0,3700000.0,17000.0,69.0,73.0
74.0,3500000.0,950.0,75.0,74.0
75.0,4100000.0,15000.0,69.0,72.0
74.0,2000000.0,14000.0,76.0,71.0
74.0,3500000.0,14000.0,68.0,76.0
74.0,3500000.0,32000.0,75.0,65.0
75.0,4900000.0,12000.0,75.0,73.0
74.0,4100000.0,37000.0,65.0,63.0
74.0,3100000.0,10000.0,71.0,79.0
75.0,4900000.0,1000.0,75.0,72.0
77.0,4900000.0,20000.0,72.0,71.0
74.0,4300000.0,48000.0,72.0,70.0
74.0,3600000.0,39000.0,78.0,80.0
74.0,3100000.0,35000.0,74.0,74.0
74.0,4100000.0,25000.0,71.0,76.0
74.0,4300000.0,28000.0,71.0,71.0
74.0,3300000.0,17000.0,73.0,75.0
76.0,4700000.0,41000.0,70.0,68.0
74.0,4500000.0,16000.0,74.0,65.0
79.0,5500000.0,41000.0,71.0,70.0
75.0,4000000.0,41000.0,74.0,72.0
74.0,4200000.0,43000.0,75.0,72.0
76.0,4500000.0,22000.0,74.0,68.0
74.0,4100000.0,18000.0,69.0,64.0
74.0,3500000.0,850.0,72.0,69.0
74.0,3500000.0,1000.0,67.0,63.0
76.0,4200000.0,41000.0,69.0,63.0
74.0,4200000.0,27000.0,75.0,70.0
77.0,4800000.0,11000.0,73.0,70.0
74.0,3000000.0,20000.0,74.0,73.0
74.0,3700000.0,23000.0,72.0,69.0
74.0,3000000.0,53000.0,70.0,56.0
77.0,5000000.0,21000.0,73.0,69.0
75.0,4900000.0,28000.0,79.0,76.0
74.0,4200000.0,42000.0,75.0,76.0
74.0,3700000.0,17000.0,75.0,69.0
74.0,4200000.0,28000.0,69.0,65.0
74.0,4500000.0,1000.0,70.0,70.0
75.0,4500000.0,66000.0,73.0,69.0
75.0,3900000.0,15000.0,74.0,70.0
75.0,5000000.0,8000.0,72.0,74.0
74.0,3600000.0,21000.0,70.0,72.0
74.0,3400000.0,16000.0,74.0,71.0
75.0,3900000.0,22000.0,76.0,63.0
75.0,4400000.0,30000.0,70.0,64.0
74.0,3500000.0,31000.0,75.0,72.0
74.0,4100000.0,14000.0,71.0,70.0
75.0,4900000.0,37000.0,68.0,77.0
74.0,4600000.0,19000.0,72.0,72.0
74.0,4100000.0,50000.0,76.0,69.0
74.0,4500000.0,21000.0,63.0,72.0
76.0,5000000.0,35000.0,74.0,70.0
74.0,3800000.0,12000.0,68.0,70.0
76.0,4600000.0,26000.0,73.0,60.0
75.0,4300000.0,24000.0,72.0,67.0
76.0,5500000.0,24000.0,74.0,65.0
77.0,4100000.0,8000.0,64.0,30.0
76.0,4200000.0,8000.0,71.0,70.0
76.0,4700000.0,39000.0,69.0,69.0
74.0,4100000.0,24000.0,66.0,75.0
74.0,3800000.0,19000.0,62.0,67.0
77.0,5500000.0,30000.0,70.0,77.0
74.0,3800000.0,17000.0,66.0,70.0
74.0,4100000.0,14000.0,72.0,67.0
77.0,4900000.0,14000.0,71.0,65.0
74.0,4200000.0,16000.0,70.0,72.0
74.0,4500000.0,14000.0,69.0,79.0
74.0,2800000.0,900.0,70.0,45.0
74.0,4600000.0,1000.0,73.0,66.0
74.0,2800000.0,10000.0,72.0,50.0
74.0,3100000.0,13000.0,73.0,66.0
74.0,3500000.0,12000.0,70.0,68.0
75.0,4400000.0,21000.0,71.0,67.0
80.0,5000000.0,11000.0,71.0,50.0
78.0,4600000.0,17000.0,72.0,33.0
74.0,4200000.0,32000.0,73.0,74.0
74.0,3400000.0,9000.0,79.0,72.0
74.0,475000.0,8000.0,72.0,27.0
74.0,2900000.0,12000.0,73.0,79.0
74.0,2900000.0,15000.0,69.0,80.0
75.0,4400000.0,20000.0,70.0,72.0
74.0,3000000.0,1000.0,68.0,72.0
74.0,3600000.0,43000.0,70.0,79.0
74.0,4300000.0,34000.0,71.0,68.0
74.0,2900000.0,13000.0,71.0,75.0
74.0,4100000.0,26000.0,72.0,70.0
74.0,4300000.0,43000.0,72.0,75.0
74.0,4100000.0,1000.0,68.0,77.0
74.0,4200000.0,30000.0,72.0,65.0
74.0,3600000.0,20000.0,72.0,70.0
75.0,975000.0,3000.0,69.0,72.0
74.0,4200000.0,14000.0,79.0,71.0
78.0,6000000.0,45000.0,71.0,70.0
80.0,6000000.0,19000.0,64.0,56.0
74.0,4200000.0,13000.0,71.0,71.0
79.0,6500000.0,36000.0,73.0,75.0
74.0,4200000.0,50000.0,73.0,74.0
75.0,5000000.0,16000.0,73.0,68.0
79.0,6000000.0,29000.0,76.0,74.0
80.0,6500000.0,41000.0,73.0,70.0
75.0,4900000.0,11000.0,74.0,69.0
76.0,5000000.0,16000.0,74.0,72.0
78.0,4600000.0,27000.0,72.0,46.0
74.0,4200000.0,6000.0,73.0,73.0
75.0,4400000.0,13000.0,73.0,69.0
74.0,4100000.0,8000.0,69.0,74.0
74.0,4200000.0,14000.0,71.0,79.0
74.0,2900000.0,12000.0,72.0,75.0
74.0,4500000.0,58000.0,72.0,70.0
79.0,6500000.0,19000.0,71.0,67.0
82.0,8500000.0,35000.0,71.0,76.0
81.0,7000000.0,20000.0,72.0,54.0
75.0,4500000.0,13000.0,70.0,73.0
74.0,2700000.0,34000.0,70.0,58.0
74.0,4200000.0,16000.0,76.0,65.0
78.0,6000000.0,32000.0,72.0,72.0
77.0,5500000.0,13000.0,73.0,75.0
74.0,3500000.0,12000.0,79.0,74.0
77.0,4200000.0,16000.0,73.0,32.0
75.0,4800000.0,46000.0,75.0,65.0
74.0,2100000.0,10000.0,70.0,63.0
79.0,6000000.0,31000.0,71.0,64.0
78.0,5500000.0,27000.0,65.0,69.0
76.0,5500000.0,19000.0,69.0,70.0
74.0,4300000.0,18000.0,76.0,74.0
76.0,3900000.0,12000.0,70.0,62.0
74.0,3600000.0,14000.0,74.0,72.0
75.0,4400000.0,39000.0,69.0,72.0
74.0,3800000.0,1000.0,68.0,68.0
74.0,3800000.0,21000.0,72.0,66.0
75.0,5000000.0,26000.0,68.0,69.0
74.0,3600000.0,1000.0,72.0,74.0
74.0,2100000.0,12000.0,71.0,54.0
75.0,5000000.0,10000.0,71.0,68.0
74.0,2200000.0,6000.0,76.0,53.0
74.0,3800000.0,26000.0,71.0,74.0
77.0,5500000.0,17000.0,72.0,71.0
74.0,4600000.0,8000.0,72.0,74.0
74.0,4300000.0,20000.0,70.0,65.0
74.0,4600000.0,8000.0,69.0,69.0
78.0,4500000.0,21000.0,74.0,28.0
74.0,3500000.0,1000.0,69.0,65.0
74.0,4600000.0,8000.0,68.0,74.0
75.0,4000000.0,17000.0,72.0,70.0
82.0,9500000.0,41000.0,71.0,71.0
77.0,5500000.0,22000.0,72.0,73.0
84.0,9500000.0,26000.0,62.0,65.0
76.0,3600000.0,15000.0,71.0,43.0
74.0,2100000.0,17000.0,68.0,76.0
74.0,3800000.0,13000.0,68.0,61.0
74.0,4100000.0,27000.0,74.0,72.0
75.0,5000000.0,19000.0,67.0,65.0
74.0,4300000.0,42000.0,70.0,67.0
79.0,6000000.0,28000.0,70.0,60.0
74.0,4200000.0,1000.0,70.0,70.0
77.0,5000000.0,21000.0,70.0,69.0
75.0,4000000.0,36000.0,68.0,65.0
74.0,2900000.0,21000.0,68.0,66.0
77.0,5500000.0,37000.0,74.0,79.0
74.0,4000000.0,11000.0,77.0,75.0
75.0,5000000.0,1000.0,77.0,66.0
79.0,5500000.0,17000.0,65.0,63.0
81.0,8500000.0,43000.0,72.0,71.0
74.0,475000.0,15000.0,67.0,54.0
74.0,2900000.0,24000.0,66.0,47.0
76.0,5000000.0,9000.0,65.0,67.0
74.0,3700000.0,20000.0,74.0,73.0
74.0,3700000.0,30000.0,67.0,65.0
74.0,4400000.0,9000.0,67.0,65.0
74.0,3500000.0,30000.0,67.0,69.0
74.0,3500000.0,28000.0,77.0,75.0
74.0,3600000.0,12000.0,68.0,66.0
74.0,4100000.0,27000.0,79.0,67.0
74.0,4200000.0,14000.0,68.0,66.0
74.0,2200000.0,28000.0,70.0,60.0
74.0,3600000.0,12000.0,81.0,81.0
74.0,4100000.0,15000.0,74.0,78.0
74.0,3500000.0,24000.0,74.0,57.0
74.0,3700000.0,6000.0,68.0,62.0
74.0,2900000.0,19000.0,67.0,58.0
74.0,3500000.0,30000.0,67.0,71.0
74.0,3500000.0,30000.0,68.0,65.0
74.0,3700000.0,12000.0,65.0,76.0
74.0,4200000.0,27000.0,77.0,65.0
74.0,4200000.0,11000.0,66.0,66.0
74.0,4100000.0,32000.0,53.0,51.0
74.0,4100000.0,18000.0,71.0,76.0
74.0,4100000.0,32000.0,70.0,68.0
74.0,4400000.0,16000.0,82.0,69.0
74.0,4100000.0,20000.0,76.0,82.0
74.0,4200000.0,35000.0,75.0,75.0
74.0,4100000.0,14000.0,66.0,71.0
74.0,4700000.0,24000.0,74.0,67.0
74.0,4200000.0,16000.0,77.0,77.0
74.0,4200000.0,23000.0,72.0,83.0
74.0,4200000.0,12000.0,73.0,70.0
81.0,8000000.0,10000.0,70.0,60.0
76.0,5500000.0,9000.0,73.0,69.0
79.0,6500000.0,25000.0,73.0,63.0
74.0,4100000.0,1000.0,74.0,63.0
74.0,3700000.0,14000.0,70.0,69.0
80.0,6000000.0,12000.0,70.0,65.0
78.0,6000000.0,41000.0,73.0,68.0
82.0,8500000.0,12000.0,72.0,71.0
78.0,6000000.0,19000.0,71.0,68.0
78.0,6000000.0,44000.0,62.0,65.0
81.0,8000000.0,17000.0,67.0,58.0
79.0,6000000.0,17000.0,68.0,72.0
83.0,9500000.0,35000.0,68.0,60.0
81.0,8000000.0,60000.0,74.0,77.0
79.0,6000000.0,8000.0,69.0,77.0
79.0,4900000.0,8000.0,73.0,37.0
80.0,6500000.0,23000.0,66.0,72.0
79.0,6500000.0,16000.0,66.0,71.0
81.0,8500000.0,22000.0,67.0,67.0
76.0,5500000.0,20000.0,75.0,76.0
80.0,6000000.0,19000.0,67.0,67.0
78.0,5500000.0,62000.0,72.0,67.0
79.0,6000000.0,28000.0,73.0,67.0
74.0,4000000.0,14000.0,71.0,77.0
77.0,5500000.0,13000.0,68.0,69.0
78.0,6000000.0,18000.0,62.0,68.0
79.0,6500000.0,20000.0,76.0,79.0
80.0,6000000.0,64000.0,67.0,64.0
77.0,6000000.0,19000.0,72.0,74.0
78.0,6000000.0,33000.0,69.0,67.0
81.0,7000000.0,26000.0,68.0,22.0
79.0,5000000.0,36000.0,70.0,55.0
78.0,6000000.0,17000.0,69.0,70.0
74.0,2000000.0,12000.0,69.0,61.0
81.0,8500000.0,21000.0,71.0,72.0
83.0,9000000.0,8000.0,71.0,76.0
78.0,5500000.0,15000.0,69.0,74.0
79.0,6000000.0,21000.0,69.0,61.0
80.0,6500000.0,11000.0,76.0,72.0
74.0,3600000.0,14000.0,75.0,75.0
81.0,8000000.0,32000.0,71.0,68.0
77.0,5000000.0,9000.0,68.0,70.0
82.0,9000000.0,40000.0,68.0,62.0
80.0,6500000.0,34000.0,77.0,81.0
74.0,2600000.0,21000.0,72.0,75.0
74.0,4500000.0,9000.0,71.0,77.0
78.0,5500000.0,56000.0,72.0,75.0
78.0,6000000.0,26000.0,69.0,71.0
80.0,6500000.0,39000.0,69.0,68.0
79.0,6000000.0,28000.0,68.0,67.0
79.0,6500000.0,14000.0,70.0,69.0
74.0,4600000.0,16000.0,72.0,65.0
80.0,7000000.0,7000.0,69.0,75.0
74.0,4100000.0,27000.0,62.0,65.0
78.0,5500000.0,17000.0,73.0,72.0
76.0,5500000.0,26000.0,73.0,76.0
78.0,5500000.0,26000.0,68.0,65.0
78.0,5500000.0,950.0,69.0,63.0
78.0,6000000.0,35000.0,71.0,73.0
80.0,6000000.0,20000.0,75.0,69.0
84.0,9000000.0,49000.0,73.0,70.0
80.0,6000000.0,16000.0,73.0,68.0
81.0,8500000.0,56000.0,77.0,68.0
81.0,8000000.0,30000.0,72.0,67.0
77.0,5500000.0,16000.0,68.0,65.0
79.0,6500000.0,19000.0,67.0,72.0
77.0,4800000.0,25000.0,72.0,72.0
80.0,6500000.0,18000.0,72.0,73.0
80.0,6500000.0,37000.0,69.0,68.0
81.0,8000000.0,6000.0,73.0,72.0
82.0,9500000.0,31000.0,73.0,74.0
82.0,9500000.0,21000.0,70.0,69.0
83.0,9500000.0,15000.0,67.0,74.0
80.0,6500000.0,34000.0,62.0,60.0
81.0,8500000.0,31000.0,65.0,66.0
78.0,6000000.0,31000.0,75.0,62.0
82.0,9500000.0,53000.0,74.0,65.0
78.0,5500000.0,14000.0,72.0,69.0
75.0,4000000.0,37000.0,70.0,69.0
81.0,8500000.0,23000.0,74.0,66.0
79.0,6500000.0,41000.0,77.0,67.0
74.0,4500000.0,15000.0,69.0,66.0
83.0,9500000.0,11000.0,72.0,69.0
83.0,9000000.0,38000.0,69.0,71.0
81.0,8000000.0,25000.0,69.0,64.0
77.0,5500000.0,47000.0,75.0,70.0
75.0,3900000.0,13000.0,69.0,65.0
83.0,9500000.0,26000.0,68.0,72.0
75.0,4200000.0,850.0,66.0,70.0
77.0,5500000.0,900.0,74.0,68.0
77.0,5000000.0,19000.0,70.0,67.0
80.0,6000000.0,28000.0,68.0,59.0
74.0,4100000.0,12000.0,69.0,61.0
79.0,6000000.0,40000.0,73.0,71.0
82.0,9000000.0,43000.0,72.0,74.0
79.0,6500000.0,24000.0,67.0,70.0
81.0,8500000.0,24000.0,74.0,70.0
80.0,7000000.0,14000.0,67.0,67.0
81.0,8000000.0,12000.0,72.0,74.0
74.0,475000.0,500.0,64.0,29.0
83.0,9000000.0,9000.0,74.0,67.0
77.0,5500000.0,19000.0,66.0,66.0
74.0,4200000.0,22000.0,65.0,68.0
84.0,9000000.0,29000.0,70.0,69.0
82.0,9000000.0,24000.0,68.0,64.0
82.0,9500000.0,32000.0,71.0,63.0
82.0,9000000.0,42000.0,68.0,69.0
76.0,5500000.0,13000.0,70.0,72.0
77.0,5500000.0,12000.0,73.0,80.0
82.0,9500000.0,18000.0,73.0,69.0
85.0,8000000.0,59000.0,74.0,56.0
74.0,4100000.0,11000.0,62.0,62.0
77.0,4500000.0,10000.0,68.0,25.0
78.0,5000000.0,850.0,74.0,68.0
85.0,9000000.0,17000.0,67.0,71.0
74.0,975000.0,3000.0,63.0,56.0
81.0,8500000.0,900.0,76.0,74.0
76.0,5000000.0,1000.0,75.0,73.0
74.0,4100000.0,16000.0,72.0,75.0
81.0,8000000.0,10000.0,72.0,69.0
79.0,6500000.0,38000.0,75.0,73.0
86.0,10000000.0,10000.0,68.0,81.0
86.0,10000000.0,13000.0,66.0,73.0
83.0,9000000.0,17000.0,67.0,74.0
81.0,8000000.0,20000.0,77.0,72.0
74.0,3700000.0,24000.0,66.0,69.0
84.0,9500000.0,10000.0,73.0,78.0
82.0,8500000.0,18000.0,71.0,74.0
80.0,6500000.0,22000.0,71.0,70.0
77.0,5000000.0,42000.0,66.0,62.0
84.0,9500000.0,23000.0,78.0,80.0
78.0,6000000.0,36000.0,73.0,68.0
80.0,6500000.0,34000.0,72.0,75.0
74.0,4200000.0,1000.0,75.0,72.0
81.0,8500000.0,8000.0,73.0,68.0
81.0,8000000.0,800.0,71.0,70.0
82.0,9000000.0,19000.0,72.0,69.0
86.0,10000000.0,12000.0,66.0,70.0
88.0,10500000.0,22000.0,74.0,69.0
82.0,9000000.0,9000.0,71.0,73.0
83.0,9000000.0,25000.0,74.0,62.0
81.0,8500000.0,36000.0,71.0,73.0
74.0,4200000.0,12000.0,75.0,74.0
81.0,8500000.0,42000.0,65.0,64.0
82.0,9500000.0,17000.0,69.0,66.0
82.0,9000000.0,24000.0,65.0,73.0
81.0,7500000.0,23000.0,73.0,73.0
82.0,9000000.0,20000.0,60.0,67.0
87.0,10000000.0,17000.0,66.0,69.0
82.0,9000000.0,8000.0,75.0,66.0
77.0,4100000.0,700.0,65.0,56.0
75.0,3200000.0,750.0,61.0,32.0
74.0,4600000.0,1000.0,70.0,71.0
73.0,975000.0,10000.0,72.0,86.0
73.0,1200000.0,11000.0,71.0,75.0
73.0,950000.0,8000.0,77.0,76.0
73.0,350000.0,4000.0,67.0,49.0
73.0,350000.0,16000.0,72.0,60.0
73.0,1000000.0,6000.0,69.0,74.0
73.0,1400000.0,28000.0,73.0,73.0
73.0,1000000.0,7000.0,75.0,76.0
73.0,550000.0,8000.0,73.0,75.0
73.0,1900000.0,37000.0,75.0,78.0
73.0,350000.0,13000.0,66.0,67.0
73.0,1000000.0,21000.0,75.0,70.0
73.0,1200000.0,9000.0,73.0,72.0
73.0,1000000.0,13000.0,70.0,76.0
73.0,1300000.0,7000.0,69.0,72.0
73.0,1000000.0,12000.0,73.0,78.0
